x,y,z,pitch,yaw,roll
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.030077910190198055,0.0,-0.0,0.0,-0.0
0.17105007537560635,0.030077910190198055,-0.012982054888083558,-0.0006143191247704729,0.004852094465635563,-0.0
0.41031993103578124,0.04121192301351999,-0.09357166302090465,-0.025007339415678672,0.02294623454826495,-0.011544139797883532
0.6304610465280338,0.054328799010442255,-0.09895362619586477,-0.030895767425089853,0.015539818550123366,-0.04290234743906757
0.7758561691770707,-0.02088013649651159,-0.06419133320219189,-0.0803989748580878,-0.024791418771198528,-0.5841287418823252
0.8943602642994726,-0.1341340660667673,-0.05211815368971095,-0.08021680863602981,0.008015492942776179,-0.8817983111692753
1.1314523168860735,-0.4206818094515023,-0.02493162838554037,-0.0877198216118733,0.0014249622034815895,-0.9446849936006019
1.3217335390499803,-0.5823191067704773,-0.05985567841094107,-0.10960295313070934,0.0011229691779866345,-0.6332840167656619
1.4812504325302385,-0.6442135500767139,-0.059525537362336574,-0.12801276948989682,0.008659568857136025,-0.03337186701477516
1.7219662293126101,-0.6095679610125967,-0.08189092339432845,-0.08110149633903352,-0.004445069655047875,0.07246807172842197
1.8738097742411721,-0.5961825809574333,-0.0533908720013425,-0.06313502438605574,-0.0071223990857818015,0.0725367863604299
1.7051015450067744,-0.6084933423280754,-0.05381662393486849,-0.06313502438605574,-0.0071223990857818015,0.07422834574499734
1.1396140314058993,-0.6347735562962029,-0.02066014876778914,-0.06807682576212222,-0.00603775063003552,-0.15889586190304605
1.0984452644266178,-0.6467874126127744,-0.07871510544355684,-0.05194495174060203,-0.03697093794920037,-1.2518847739363106
1.1827793712779395,-0.9018724991945737,-0.062329246785075246,-0.053315663460580046,-0.05349319428215145,-1.2511554456214191
1.3690473765186706,-1.413095556300508,-0.08334078497786701,-0.05357556698822751,-0.05270905430318619,-1.3500322305845218
1.5152255577178484,-2.0038902312134885,-0.12110759674713645,-0.05815819358006458,-0.05769014189681819,-1.301190632496453
1.7965822519899932,-2.5914431810515586,0.042115516050727525,-0.06837712042828402,-0.025535401910232895,-1.1212723000439293
1.912561658844565,-2.715406995858771,0.009276518260679031,-0.06496651361285054,-0.0030506609232476244,-0.6331554415677241
1.9052579572040083,-2.6880184611103286,-0.003920611749114695,-0.07583699068356971,0.012043820473368872,-0.16818252673724768
2.0673990067120487,-2.7596136473059234,0.005705790718168987,-0.07568540807117184,0.010440155077179524,-0.17619103835766803
2.3778749904894703,-2.750905040916489,-0.02577925708044672,-0.07622036728151953,0.019736921694503994,-0.010339973696722736
2.4263911363265374,-2.764446097481546,-0.12814265557948817,-0.06637373592876608,0.004116423673374675,0.17347855804296014
2.514381989589248,-2.758041364038048,-0.2050284009520847,-0.06940389373737231,-0.009104643125308176,0.24125265995296707
2.5240145058014902,-2.709162867215822,-0.12307611079123953,-0.06179677602217584,-0.007232753954385814,0.18825686088692714
2.5374347962742574,-2.690032858764985,-0.17860835983507578,-0.05302335713336501,-0.017120748707965244,0.14963871139643675
2.4557319461050304,-2.747458968598853,-0.148560031682472,-0.08083554668187289,-0.042516012559996354,-0.11198616125342586
2.5918001303151517,-2.7765534811070207,-0.13166027345691145,-0.07156936557975531,-0.0425568548509323,-0.09945230633416076
2.6826847625478187,-2.78562567154743,-0.1315313370728846,-0.06343244563090121,-0.047441034083575626,0.08354223649485817
2.8643646312259916,-2.738624545777488,-0.09523361478286657,-0.03353802907172738,-0.059512944449353226,0.15810923607590768
3.187429384761828,-2.654050986710645,-0.07563529442613506,-0.03122036187895005,-0.06313150284394489,0.147011695020444
3.4836196405383513,-2.5970341144516156,-0.055506828396825206,-0.04582913087353145,-0.06926353273807337,0.15061694792980987
3.485781306354125,-2.611289870552745,-0.05470291957591381,-0.04548628536394152,-0.06921162085531725,0.15064066676102306
3.5820096616040162,-2.592655387643821,-0.053537272955445595,-0.04242582275599096,-0.07167341740613181,0.1508522452683505
3.5820096616040162,-2.592655387643821,-0.053537272955445595,-0.04242582275599096,-0.07167341740613181,0.1508522452683505
3.6977925965397525,-2.5823020459401147,-0.056250855812940065,-0.04667989235999825,-0.043709937000399116,0.15060693263125804
3.811076258846557,-2.547044010014841,-0.07145101575881863,-0.04667989235999825,-0.043709937000399116,0.15060693263125804
3.822293519762427,-2.534540846491041,-0.07154393310351043,-0.04520331675684102,-0.03897521296716823,0.15039845452505518
3.826771051170066,-2.518026185590029,0.026832513069082062,-0.0416674487934758,-0.03843953115713887,0.23407553785570784
3.835418557626113,-2.503628872738935,0.05344047848180866,-0.06843172285084437,-0.04979763618893171,0.6278000196898841
4.079739133353558,-2.2283753150033396,0.03600826632125354,-0.059673224207987464,-0.047348197490398786,0.8519478023239904
4.071822945841519,-2.2216982956536246,0.02302532189323445,-0.05899061223632225,-0.04656893338414702,0.8519798450273107
4.071822945841519,-2.2216982956536246,0.02302532189323445,-0.05778253255001897,-0.047624741764538084,0.8520367207433446
