id_cloud,algorithm,Npini,iter_max,D,F,CR,w,wdamp,c1,c2,Smin,Smax,exponent,sigma_initial,sigma_final,time,it,stop_condition,poserror_dist,poserror_1,poserror_2,poserror_3,orierror_1,orierror_2,orierror_3
28,1,100,500,6,0.9,0.75,,,,,,,,,,179.329540967941,50,,0.0374926698316778,,,,0.74007653580725,0.44489212236599,0.598082761537692
29,1,100,500,6,0.9,0.75,,,,,,,,,,183.75913977623,50,,0.00522145591287417,,,,0.7088479221306,0.521099404337215,0.564277461333082
30,1,100,500,6,0.9,0.75,,,,,,,,,,241.682685852051,50,,0.0228181182366806,,,,0.000341783783588181,0.129255287066213,0.277327365376356
31,1,100,500,6,0.9,0.75,,,,,,,,,,204.011616230011,50,,0.0105079530755137,,,,0.808714725975552,0.00966415402821292,0.630924862325668
32,1,100,500,6,0.9,0.75,,,,,,,,,,224.488775968552,50,,0.00812004968303171,,,,0.395736934909393,0.416423953232969,0.11543040425587
33,1,100,500,6,0.9,0.75,,,,,,,,,,230.999937057495,50,,0.0159518005067971,,,,0.422523625172096,0.0218497763670438,0.210270247056708
34,1,100,500,6,0.9,0.75,,,,,,,,,,223.717132806778,50,,0.0154867937097004,,,,0.2083411328148,0.0710107256033635,0.0510039717139538
35,1,100,500,6,0.9,0.75,,,,,,,,,,240.808394432068,50,,0.00703155451165252,,,,0.112237169362494,0.727963573042583,0.15434634384553
36,1,100,500,6,0.9,0.75,,,,,,,,,,114.066035985947,50,,3.30187455469573,,,,0.183193325425513,2.62702370711333,62.2143507920233
37,1,100,500,6,0.9,0.75,,,,,,,,,,231.904110431671,50,,0.0142196847513089,,,,1.06250031347674,1.04702151576874,0.370286951357526
38,1,100,500,6,0.9,0.75,,,,,,,,,,126.330783128738,50,,3.45751867823209,,,,5.00451266224114,2.76910141425603,56.1686554528195
39,1,100,500,6,0.9,0.75,,,,,,,,,,128.998357057571,50,,0.419601686093241,,,,8.16413350052651,1.36449385954702,10.3788618388752
40,1,100,500,6,0.9,0.75,,,,,,,,,,140.43222618103,50,,0.368780003285743,,,,3.73957504471266,3.3053630870474,13.4115404063868
41,1,100,500,6,0.9,0.75,,,,,,,,,,132.525769472122,50,,2.96289157494399,,,,8.45467807466703,1.77343606832465,26.1763138423305
42,1,100,500,6,0.9,0.75,,,,,,,,,,125.673035144806,50,,3.31823935112809,,,,9.14860184836381,2.71285188375177,48.8130134386104
43,1,100,500,6,0.9,0.75,,,,,,,,,,98.0353982448578,50,,1.67070346597244,,,,4.68266864995421,0.677643851734553,197.269002426784
44,1,100,500,6,0.9,0.75,,,,,,,,,,150.986847162247,50,,3.65478697152791,,,,7.91201371717623,4.44757008890093,5.18189191123963
1,1,100,500,6,0.9,0.75,,,,,,,,,,111.727172613144,50,,0,,,,0.968217423230156,0,0
2,1,100,500,6,0.9,0.75,,,,,,,,,,125.388025760651,50,,0.0300779101901981,,,,1.82101864510136,0,0.474461476324036
3,1,100,500,6,0.9,0.75,,,,,,,,,,94.700008392334,50,,6.47686138164659,,,,0.898453970533102,3.94187454846803,180
4,1,100,500,6,0.9,0.75,,,,,,,,,,146.005143165588,50,,0.0968290164755675,,,,3.38125471879457,3.5262560151431,0.759617356322233
5,1,100,500,6,0.9,0.75,,,,,,,,,,111.531417608261,50,,0.0745565814322575,,,,3.95938087303281,3.77388119993524,3.64449961638607
6,1,100,500,6,0.9,0.75,,,,,,,,,,107.539449453354,50,,2.16504066820091,,,,6.23461506671196,2.54047226470939,5.97376508498529
7,1,100,500,6,0.9,0.75,,,,,,,,,,208.711683273315,50,,0.0273254489847585,,,,0.321836977343419,0.105938234668439,0.366701151601188
8,1,100,500,6,0.9,0.75,,,,,,,,,,202.888202190399,50,,0.0807557230542989,,,,0.31901022710155,0.0349734180770233,0.631816748663055
9,1,100,500,6,0.9,0.75,,,,,,,,,,200.080713510513,50,,0.0142824281269709,,,,1.65025827938949,0.3909620814741,0.520487030372647
10,1,100,500,6,0.9,0.75,,,,,,,,,,209.581406116486,50,,0.0123238022323848,,,,3.67979857172612,0.256237136552991,1.01859897179985
11,1,100,500,6,0.9,0.75,,,,,,,,,,218.088293075562,50,,0.0272153743583597,,,,1.03089467471855,1.45673810344071,0.125909628405998
12,1,100,500,6,0.9,0.75,,,,,,,,,,112.719532966614,50,,3.11985335507757,,,,1.35011694688935,1.12319532502033,175.843948282105
13,1,100,500,6,0.9,0.75,,,,,,,,,,172.151877403259,50,,0.763152910163072,,,,1.06730597210749,4.54031521412412,11.278411086193
14,1,100,500,6,0.9,0.75,,,,,,,,,,209.516917705536,50,,0.0181545657233654,,,,0.0650523557554976,1.03595656574619,0.892160315590212
15,1,100,500,6,0.9,0.75,,,,,,,,,,208.000658750534,50,,0.07740686454833,,,,0.17502940206372,2.80076763619333,0.812587124694232
16,1,100,500,6,0.9,0.75,,,,,,,,,,195.214181184769,50,,0.0232645263838055,,,,0.395329558184046,2.13185153702085,0.176276742021292
17,1,100,500,6,0.9,0.75,,,,,,,,,,227.559547424316,50,,0.0329476124898123,,,,0.815880488254352,1.09163797680222,0.329547098623232
18,1,100,500,6,0.9,0.75,,,,,,,,,,204.318233251572,50,,0.0186452901370817,,,,0.786896671506999,0.675619593162717,1.23427103025428
19,1,100,500,6,0.9,0.75,,,,,,,,,,176.36790895462,50,,0.16149091022511,,,,0.912744361783144,0.987704052677641,0.204180417121861
20,1,100,500,6,0.9,0.75,,,,,,,,,,95.5202484130859,50,,3.35853043786825,,,,1.80746925854686,4.41036389333743,182.791551641705
21,1,100,500,6,0.9,0.75,,,,,,,,,,219.35661482811,50,,0.0528018238304274,,,,0.523473007447203,1.74612800044568,0.525120319019934
22,1,100,500,6,0.9,0.75,,,,,,,,,,188.045367002487,50,,0.1848429970603,,,,1.27523419374472,3.00285367333229,1.10237884645603
23,1,100,500,6,0.9,0.75,,,,,,,,,,219.3695063591,50,,0.0190590998872464,,,,0.217228100831796,1.51115570575899,1.27131433002104
24,1,100,500,6,0.9,0.75,,,,,,,,,,209.171658039093,50,,0.0104506179955807,,,,1.9266430120741,2.35291722677142,0.0444661722247087
25,1,100,500,6,0.9,0.75,,,,,,,,,,206.041024923325,50,,0.0902680355990453,,,,0.269708346926007,0.957563585563682,0.260849951802554
26,1,100,500,6,0.9,0.75,,,,,,,,,,242.555983543396,50,,0.0100299244164508,,,,0.202349410242741,0.218804898431313,0.607375308365182
27,1,100,500,6,0.9,0.75,,,,,,,,,,221.229423284531,50,,0.0558025588319413,,,,0.571451431426041,0.330699441813212,0.361494674987856
28,1,100,500,6,0.9,0.75,,,,,,,,,,207.808036804199,50,,0.0335010357661416,,,,1.09804229180417,0.898045171645028,0.410051450762495
29,1,100,500,6,0.9,0.75,,,,,,,,,,178.019991636276,50,,0.311181421926883,,,,1.30381542637575,0.0701964966739402,1.10756278382252
30,1,100,500,6,0.9,0.75,,,,,,,,,,238.12531208992,50,,0.0170282972850663,,,,0.354155743447661,0.535639493532619,0.702549182830657
31,1,100,500,6,0.9,0.75,,,,,,,,,,191.879342079163,50,,0.0304411306843882,,,,1.53574626677431,0.104284952483232,0.0613514974686649
32,1,100,500,6,0.9,0.75,,,,,,,,,,232.21436715126,50,,0.00961440987165907,,,,0.533213039579933,0.190667917407991,0.104480013142329
33,1,100,500,6,0.9,0.75,,,,,,,,,,222.832139730453,50,,0.0107196302823255,,,,0.603609167920669,0.106262668038039,0.0503687504488365
34,1,100,500,6,0.9,0.75,,,,,,,,,,125.050620794296,50,,0.0138180143918051,,,,0.298031853839295,1.05263421424146,0.0398418933557274
35,1,100,500,6,0.9,0.75,,,,,,,,,,213.031349897385,50,,0.00749236293635344,,,,0.0789646470292299,0.738679778641661,0.11959191722335
36,1,100,500,6,0.9,0.75,,,,,,,,,,253.301190853119,50,,0.00354004271476121,,,,0.353554884157875,0.752723404071169,0.115245732813653
37,1,100,500,6,0.9,0.75,,,,,,,,,,189.822563648224,50,,0.0108003149674428,,,,0.0047583847895947,1.35904843081671,0.394161787109743
38,1,100,500,6,0.9,0.75,,,,,,,,,,155.517973423004,50,,0.0485197462602177,,,,0.553294061047572,0.356008313338773,0.469195503813265
39,1,100,500,6,0.9,0.75,,,,,,,,,,146.856937170029,50,,0.354209773483033,,,,0.649487120436693,7.72087961027031,8.6171966895759
40,1,100,500,6,0.9,0.75,,,,,,,,,,156.33161854744,50,,0.253561786344385,,,,4.34211924810144,1.12624612417819,2.88893109810519
41,1,100,500,6,0.9,0.75,,,,,,,,,,262.366069555283,50,,0.0246404335839208,,,,0.097536405783044,0.688603026109562,0.42318924474091
42,1,100,500,6,0.9,0.75,,,,,,,,,,126.89332985878,50,,2.79021017272731,,,,1.9565417226712,3.01672606755647,0.961180291026199
43,1,100,500,6,0.9,0.75,,,,,,,,,,129.557151794434,50,,1.77230894451261,,,,1.61502556994913,0.237991963232989,81.8593162684804
44,1,100,500,6,0.9,0.75,,,,,,,,,,116.281638860703,50,,3.38175021377284,,,,4.58138128054842,1.94518956547826,25.8114102174522
1,1,100,500,6,0.9,0.75,,,,,,,,,,108.906689882278,50,,0.0562432553390218,,,,0.905925575383652,0,0
2,1,100,500,6,0.9,0.75,,,,,,,,,,121.303093910217,50,,0.0300779101901981,,,,1.69997389615028,0,0
3,1,100,500,6,0.9,0.75,,,,,,,,,,95.8053987026215,50,,7.17397874002361,,,,0.299719614398456,6.00758248598793,180
4,1,100,500,6,0.9,0.75,,,,,,,,,,171.360840559006,50,,0.0182463859045504,,,,3.07442392319503,1.47972463671747,0.785908094020721
5,1,100,500,6,0.9,0.75,,,,,,,,,,113.237488746643,50,,0.286665025875226,,,,0.503401914387628,0.897161874098509,1.6099068205488
6,1,100,500,6,0.9,0.75,,,,,,,,,,113.526827335358,50,,2.16330298975895,,,,1.12305601476139,5.34532312803887,3.90980228014355
7,1,100,500,6,0.9,0.75,,,,,,,,,,216.167458295822,50,,0.0153684939862344,,,,0.143756452490674,0.0461342557862969,0.232861578091723
8,1,100,500,6,0.9,0.75,,,,,,,,,,223.555823087692,50,,0.054296666901527,,,,0.0489292768146542,0.499252060523546,1.29355079731992
9,1,100,500,6,0.9,0.75,,,,,,,,,,213.687930107117,50,,0.0191301545650332,,,,2.23860446371894,0.913491241786839,0.381539591314502
10,1,100,500,6,0.9,0.75,,,,,,,,,,227.992938280106,50,,0.0106913442629354,,,,3.94736590321369,0.261685724769125,0.822240974555973
9,1,100,500,6,0.9,0.75,,,,,,,,,,212.40796661377,50,,0.0222034323826041,,,,2.05933992070173,0.192204836023712,0.105793390200117
9,1,100,500,6,0.9,0.75,,,,,,,,,,211.175544500351,50,,0.0224770555011856,,,,1.63406917393397,0.259975958621222,0.508657075183391
1,1,100,500,6,0.9,0.75,,,,,,,,,,116.566636800766,50,,0,,,,2.94186353841905,0,0
1,1,100,500,6,0.9,0.75,,,,,,,,,,107.166944980621,50,,0,,,,0,0,0
2,1,100,500,6,0.9,0.75,,,,,,,,,,131.329664945602,50,,0.0300779101901981,,,,0,0,0
3,1,100,500,6,0.9,0.75,,,,,,,,,,102.817587375641,50,,7.88104467248171,,,,5.76477584443175,6.00758248598793,180
4,1,100,500,6,0.9,0.75,,,,,,,,,,182.032744169235,50,,0.0117335363728587,,,,3.79106727357431,1.66908601797505,0.638198850843748
5,1,100,500,6,0.9,0.75,,,,,,,,,,120.027428627014,50,,2.3246969662826,,,,3.04151713201589,2.46646546460163,5.51342605106958
6,1,100,500,6,0.9,0.75,,,,,,,,,,139.706517457962,50,,0.15004001756047,,,,2.46343079260273,4.30913428757715,6.94938347978513
7,1,100,500,6,0.9,0.75,,,,,,,,,,215.552915096283,50,,0.029076853904745,,,,0.177621798038103,0.323892034712071,0.289925058570872
9,1,100,500,6,0.9,0.75,,,,,,,,,,198.834603071213,50,,0.0122988145693905,,,,1.62326372415024,0.261846367078781,0.473624150844059
38,1,100,500,6,0.9,0.75,,,,,,,,,,133.337438821793,50,,3.10305768883203,,,,6.54360820832456,1.96601731827555,27.101958507331
39,1,100,500,6,0.9,0.75,,,,,,,,,,132.798406839371,50,,2.21232141802693,,,,1.68766219059453,2.07824303723974,75.4984406874847
40,1,100,500,6,0.9,0.75,,,,,,,,,,124.696121692657,50,,2.16733007186259,,,,1.54571721946825,0.290179520063747,78.636807630859
44,1,100,500,6,0.9,0.75,,,,,,,,,,200.949536800385,50,,0.0145072219935149,,,,0.978342214861447,0.457348220267105,0.773148960624548
44,1,100,500,6,0.9,0.75,,,,,,,,,,109.75838804245,50,,1.69736331757381,,,,5.03764121128144,3.00088124779978,75.214011576431
1,1,100,500,6,0.9,0.75,,,,,,,,,,110.596024274826,50,,0,,,,0,0,0
37,1,100,500,6,0.9,0.75,,,,,,,,,,236.065022468567,50,,0.0100748935046519,,,,0.0113817555030591,0.814590874751189,0.275718167378801
38,1,100,500,6,0.9,0.75,,,,,,,,,,121.908751010895,50,,3.01827289913885,,,,0.170107345584548,3.02440159327265,28.9709876476345
39,1,100,500,6,0.9,0.75,,,,,,,,,,197.541671276093,50,,0.0810030751813862,,,,0.62049706957462,0.769153680206588,0.680029622401396
9,2,100,500,6,,,1,0.99,1.5,2,,,,,,516.011890172958,87,,0.0916024608300357,,,,6.60831049524258,2.19094444893858,0.353016042157065
10,2,100,500,6,,,1,0.99,1.5,2,,,,,,616.257060289383,101,,0.00247062067496419,,,,3.7671044455398,0.299663189707106,0.840138543990038
9,1,100,500,6,0.9,0.75,,,,,,,,,,222.960202693939,50,,0.0104983398418248,,,,2.03353302566628,0.697595186690644,0.751883772082016
10,1,100,500,6,0.9,0.75,,,,,,,,,,225.229056119919,50,,0.00505254369930379,,,,4.22893510728064,0.176090243971444,0.41096636552717
9,3,100,500,6,,,,,,,0,4,2,0.5,0.001,2025.25326824188,402,,0.0213030500874734,,,,1.92525308701416,0.814620637339164,0.4278598422106
9,3,100,500,6,,,,,,,0,4,2,0.5,0.001,2060.44405293465,368,,0.0129145021046621,,,,1.59093096566391,0.419833036468817,0.599500092230153
1,2,100,500,6,,,1,0.99,1.5,2,,,,,,806.321423053742,136,,0.0452700523517185,,,,0.11972214773547,0.136300826959782,0.880474225067394
1,2,100,500,6,,,1,0.99,1.5,2,,,,,,656.424407720566,111,,0.0296326222760774,,,,2.06531020208487,0.274034062688036,0.17748452764442
2,2,100,500,6,,,1,0.99,1.5,2,,,,,,520.299819946289,87,,0.0121496959046385,,,,2.20545857501711,0.734423865077231,0.435725458726915
3,2,100,500,6,,,1,0.99,1.5,2,,,,,,311.585195302963,51,,1.91845335692239,,,,2.36611759039784,2.11602192235686,2.25395704501034
1,2,100,500,6,,,1,0.99,1.5,2,,,,,,3389.16145396233,499,,0.0348948669466298,,,,0.23636989301792,0.167617630167145,0.848809844841465
15,2,100,500,6,,,1,0.99,1.5,2,,,,,,621.787427425385,104,,0.0513003122769856,,,,0.116156071070709,2.17122085198938,0.587932564750172
16,2,100,500,6,,,1,0.99,1.5,2,,,,,,856.241766691208,140,,2.0420038025163,,,,0.592557620435675,5.20940594675846,170.772288157391
17,2,100,500,6,,,1,0.99,1.5,2,,,,,,504.175003290176,84,,2.2081919643517,,,,1.42986668787648,6.07043785284244,174.37011346814
18,2,100,500,6,,,1,0.99,1.5,2,,,,,,673.659216403961,114,,0.0173163232148705,,,,0.67165000212549,1.16457440195179,1.04594723433423
19,2,100,500,6,,,1,0.99,1.5,2,,,,,,554.285147428513,93,,0.145323502414018,,,,1.8845082441929,0.864168555112317,1.42067074837956
20,2,100,500,6,,,1,0.99,1.5,2,,,,,,486.105877161026,82,,6.86605823406582,,,,4.77068661443673,5.30779955820955,2.79187277936845
21,2,100,500,6,,,1,0.99,1.5,2,,,,,,608.782547235489,101,,0.00409601096879256,,,,0.536543667950813,0.331497263198883,0.815175713424092
22,2,100,500,6,,,1,0.99,1.5,2,,,,,,764.475690603256,128,,0.169289896562909,,,,1.3689042498149,3.13239005825529,0.427898142710862
23,2,100,500,6,,,1,0.99,1.5,2,,,,,,588.789506196976,98,,0.00752389994516808,,,,0.812682345825783,2.85821118702171,1.21183799757508
24,2,100,500,6,,,1,0.99,1.5,2,,,,,,517.115650892258,85,,0.0125561237018777,,,,0.381943203806371,3.08827113968741,0.79923346936164
25,2,100,500,6,,,1,0.99,1.5,2,,,,,,636.298781871796,105,,0.0811100701779046,,,,0.21622273835688,1.63395919933431,0.57354278344138
26,2,100,500,6,,,1,0.99,1.5,2,,,,,,528.574417829514,87,,0.00486680737032847,,,,0.575983049612689,0.580354381844379,0.411199255234063
27,2,100,500,6,,,1,0.99,1.5,2,,,,,,545.342073202133,90,,0.0681810550786004,,,,3.16724204155706,1.32834096174788,0.146627050596367
28,2,100,500,6,,,1,0.99,1.5,2,,,,,,766.047654151917,126,,0.0137053664169294,,,,0.0906035706414839,1.17350353291494,0.150778679496705
29,2,100,500,6,,,1,0.99,1.5,2,,,,,,594.781903505325,98,,0.00531068045813934,,,,0.673772779416877,0.406083017132334,0.549423464682567
30,2,100,500,6,,,1,0.99,1.5,2,,,,,,554.185429334641,91,,0.0165596963084314,,,,0.605424838553981,0.620070543202429,0.816806476591849
31,2,100,500,6,,,1,0.99,1.5,2,,,,,,660.491888523102,110,,0.0159912792175636,,,,0.784327866760723,0.320374998642592,0.618623759857811
32,2,100,500,6,,,1,0.99,1.5,2,,,,,,613.706117391586,106,,0.010068291971759,,,,0.581422819449129,0.167060316143679,0.11571484722583
33,2,100,500,6,,,1,0.99,1.5,2,,,,,,439.64247584343,81,,0.939534326802902,,,,3.18139719509093,0.653181500992621,72.7457125234031
34,2,100,500,6,,,1,0.99,1.5,2,,,,,,505.575803279877,92,,0.0133599608560942,,,,0.50394418405629,0.132272334316839,0.083386518869574
35,2,100,500,6,,,1,0.99,1.5,2,,,,,,1395.20004439354,255,,0.00570516023508534,,,,0.211703266919854,0.96805967389753,0.026734229350228
36,2,100,500,6,,,1,0.99,1.5,2,,,,,,483.96942949295,88,,0.00511594732268314,,,,0.128817993478375,0.862221956971179,0.0555109701047331
37,2,100,500,6,,,1,0.99,1.5,2,,,,,,743.230055093765,136,,0.00835337641382565,,,,0.731804493128682,0.852136985989133,0.676972994309485
38,2,100,500,6,,,1,0.99,1.5,2,,,,,,494.089995384216,90,,0.0982077858003764,,,,0.101262795568251,0.203375008372051,0.0264549534622331
39,2,100,500,6,,,1,0.99,1.5,2,,,,,,2046.72567510605,369,,0.0941054831222414,,,,0.159325986970837,0.0439109629321163,0.459232915734753
40,2,100,500,6,,,1,0.99,1.5,2,,,,,,633.994985580444,115,,0.0111500341215373,,,,0.766079761133031,0.208462136852203,0.232250981543778
41,2,100,500,6,,,1,0.99,1.5,2,,,,,,754.901207208633,138,,0.00971756801420754,,,,0.553091372317783,0.607950208326728,0.325334520017156
42,2,100,500,6,,,1,0.99,1.5,2,,,,,,527.777991771698,97,,0.00509004862192382,,,,0.615133078478297,0.533589031068539,0.762852138114959
43,2,100,500,6,,,1,0.99,1.5,2,,,,,,481.588448762894,88,,0.0186204937261749,,,,0.791344727255321,0.433519251983504,0.345038413786667
44,2,100,500,6,,,1,0.99,1.5,2,,,,,,615.595138072968,113,,0.00982625173658393,,,,0.708931871855772,0.511128687597537,0.617830675842693
1,2,100,500,6,,,1,0.99,1.5,2,,,,,,935.686445713043,158,,0.0231921973988571,,,,1.68425970753396,0.139014037096104,0.274283263219711
2,2,100,500,6,,,1,0.99,1.5,2,,,,,,494.163820981979,82,,0.00466111299052879,,,,1.6321557202038,0.876950508043256,0.580001403396446
3,2,100,500,6,,,1,0.99,1.5,2,,,,,,382.054195165634,63,,1.93591356438043,,,,2.86627704089157,0.0358999810385775,1.8335016422304
4,2,100,500,6,,,1,0.99,1.5,2,,,,,,582.217822313309,98,,0.01443313088265,,,,2.22063511566807,1.57872530234646,2.10742269643979
5,2,100,500,6,,,1,0.99,1.5,2,,,,,,409.194608688355,68,,2.22415147340929,,,,0.202323150558208,0.344609775287774,7.34481886719937
6,2,100,500,6,,,1,0.99,1.5,2,,,,,,605.319598197937,101,,2.11215743661061,,,,0.835701452160747,4.04691667134061,3.93922394385767
7,2,100,500,6,,,1,0.99,1.5,2,,,,,,490.038797140122,82,,0.0277822705491322,,,,6.29948367844694,1.35079565530208,0.777333633174105
8,2,100,500,6,,,1,0.99,1.5,2,,,,,,2365.22071647644,391,,1.81602641896643,,,,7.99537431332698,3.06312563279465,179.37086385587
9,2,100,500,6,,,1,0.99,1.5,2,,,,,,532.082155704498,88,,0.0104615845949314,,,,2.61091214129432,0.78845780599307,0.0709853299614203
10,2,100,500,6,,,1,0.99,1.5,2,,,,,,486.544714450836,81,,0.00608866761455256,,,,4.58628070479505,1.7112292853954,0.179675017654846
11,2,100,500,6,,,1,0.99,1.5,2,,,,,,541.209946155548,90,,0.00962537531389323,,,,2.66193263496841,1.79421751903334,0.177348651563787
12,2,100,500,6,,,1,0.99,1.5,2,,,,,,512.695485830307,85,,0.0191857130220746,,,,4.54733485610473,0.717411773519189,0.0686917782527805
13,2,100,500,6,,,1,0.99,1.5,2,,,,,,614.117171287537,103,,0.050335042482572,,,,1.25257051663082,0.667248278098201,0.17567929412754
14,2,100,500,6,,,1,0.99,1.5,2,,,,,,523.74680352211,87,,0.0115497614483124,,,,0.604357159699246,0.132958626439085,0.451204600697074
15,2,100,500,6,,,1,0.99,1.5,2,,,,,,545.454566001892,90,,0.0739708765980549,,,,0.267707818176381,2.78742749546584,1.06900932087405
16,2,100,500,6,,,1,0.99,1.5,2,,,,,,539.558120012283,89,,0.00798036413826887,,,,0.474856145575254,1.4330133419767,0.0128064106266195
17,2,100,500,6,,,1,0.99,1.5,2,,,,,,585.799875974655,97,,0.0222611875047801,,,,0.0681569337034216,1.42705530459274,0.266826830224886
18,2,100,500,6,,,1,0.99,1.5,2,,,,,,714.628508806229,119,,0.0173476808949955,,,,0.425661043567157,0.423384689460453,1.32796309281566
19,2,100,500,6,,,1,0.99,1.5,2,,,,,,1584.85758066177,263,,0.740342110603883,,,,2.14025072347459,2.46655175063208,181.814612278792
20,2,100,500,6,,,1,0.99,1.5,2,,,,,,1278.23155546188,216,,3.23549861158171,,,,2.73383996647791,2.66386666805971,175.896603361556
21,2,100,500,6,,,1,0.99,1.5,2,,,,,,499.418492794037,81,,0.0279640974258199,,,,1.93286960400299,2.36536806044719,0.397551867309418
22,2,100,500,6,,,1,0.99,1.5,2,,,,,,541.376150369644,89,,0.20914980964086,,,,1.68359721699465,2.48252340555619,0.251536157259321
23,2,100,500,6,,,1,0.99,1.5,2,,,,,,557.367765903473,90,,0.00498477347976639,,,,3.80224252647647,0.349823131483645,1.57230940530256
24,2,100,500,6,,,1,0.99,1.5,2,,,,,,962.226232528687,159,,0.0121025169603324,,,,0.369407709158851,3.07369817796229,0.792201425991961
25,2,100,500,6,,,1,0.99,1.5,2,,,,,,819.884440422058,134,,0.0972265459307424,,,,1.04915526817035,1.68650463611871,0.361251840736281
26,2,100,500,6,,,1,0.99,1.5,2,,,,,,520.8566365242,85,,0.0026454312493159,,,,0.540494135749326,0.647750300016389,0.334671103155364
27,2,100,500,6,,,1,0.99,1.5,2,,,,,,552.242302894592,90,,0.0110188824577005,,,,0.367870595742812,0.495712611348391,0.208533429631218
28,2,100,500,6,,,1,0.99,1.5,2,,,,,,510.568352222443,83,,0.149848419867443,,,,1.10715495429657,2.45450029586777,0.177270651463279
29,2,100,500,6,,,1,0.99,1.5,2,,,,,,626.552925586701,102,,0.00348407952972683,,,,0.688720908787159,0.461129494083089,0.567678588729066
30,2,100,500,6,,,1,0.99,1.5,2,,,,,,567.090545892715,93,,0.0179920693366574,,,,0.508607978731866,0.963254919624888,0.711515346489253
31,2,100,500,6,,,1,0.99,1.5,2,,,,,,708.336807489395,118,,0.0166200459651916,,,,0.787128447846806,0.604537968821945,0.733450512627991
32,2,100,500,6,,,1,0.99,1.5,2,,,,,,556.403374910355,95,,0.00866299887518258,,,,0.145327071679413,0.0640386230429779,0.08749830264145
33,2,100,500,6,,,1,0.99,1.5,2,,,,,,636.396515607834,115,,0.0078823861799565,,,,0.12824183926819,0.0901724662757094,0.01827155202403
34,2,100,500,6,,,1,0.99,1.5,2,,,,,,532.540820121765,96,,0.0165746588305271,,,,0.55409004950213,0.105776074908878,0.0621012813925488
35,2,100,500,6,,,1,0.99,1.5,2,,,,,,648.552973508835,117,,0.00571263448075519,,,,0.0147780620885489,0.673493912661846,0.111625055531559
36,2,100,500,6,,,1,0.99,1.5,2,,,,,,578.070246696472,104,,0.00822121858856644,,,,0.161179866961683,0.882125449239502,0.107386587710388
37,2,100,500,6,,,1,0.99,1.5,2,,,,,,545.468517065048,98,,0.00762926813693936,,,,0.352976945555913,1.3998800039584,0.401520859760078
38,2,100,500,6,,,1,0.99,1.5,2,,,,,,605.108474493027,109,,0.00885966697290723,,,,0.149611650383304,0.707992754005225,0.337656664017309
1,2,100,500,6,,,1,0.99,1.5,2,,,,,,725.679534912109,118,,0.0255814177806919,,,,1.52646717155756,0.284720655903115,0.42571605854147
2,2,100,500,6,,,1,0.99,1.5,2,,,,,,561.484509468079,91,,0.0113231650287583,,,,1.5672682913296,0.128669204043523,0.710183154355187
3,2,100,500,6,,,1,0.99,1.5,2,,,,,,364.845685005188,58,,1.91421747751602,,,,1.13101132206956,0.955604587224464,3.17098953054113
4,2,100,500,6,,,1,0.99,1.5,2,,,,,,483.175531387329,79,,0.022244561167131,,,,2.29609298499406,1.49345285207781,0.918710393205317
5,2,100,500,6,,,1,0.99,1.5,2,,,,,,438.593487024307,71,,2.25687527651131,,,,2.20237351750912,0.848085877711433,7.22551948486611
6,2,100,500,6,,,1,0.99,1.5,2,,,,,,1409.1508731842,230,,2.08584369888915,,,,1.67332780154421,2.15861915709559,3.52620896372267
7,2,100,500,6,,,1,0.99,1.5,2,,,,,,2024.55540657043,329,,0.0218203709029537,,,,5.88477323539144,0.702169326586392,0.274238742614085
8,2,100,500,6,,,1,0.99,1.5,2,,,,,,832.881093263626,137,,0.0688557362704518,,,,4.43958087895576,1.37676223330582,0.0540637151843412
9,2,100,500,6,,,1,0.99,1.5,2,,,,,,1197.68232488632,198,,0.146654136651385,,,,6.85550172415724,0.414470373011757,0.210216589537853
10,2,100,500,6,,,1,0.99,1.5,2,,,,,,619.958773374558,101,,0.0197289841517571,,,,7.90220880255388,0.892568105473011,0.534386341730293
11,2,100,500,6,,,1,0.99,1.5,2,,,,,,1652.58070063591,269,,2.64723542253683,,,,7.0789756931244,4.40020403574184,169.525053109826
12,2,100,500,6,,,1,0.99,1.5,2,,,,,,582.821305990219,95,,0.0154876242956573,,,,0.0425703234914462,0.534515849397237,0.466373817406099
13,2,100,500,6,,,1,0.99,1.5,2,,,,,,515.72771859169,83,,0.0385161386893793,,,,4.49319488668035,0.76781811526447,1.39213065621852
14,2,100,500,6,,,1,0.99,1.5,2,,,,,,600.521875858307,97,,0.0263938670742719,,,,0.767164849358094,0.704227731016094,0.954959702075742
15,2,100,500,6,,,1,0.99,1.5,2,,,,,,580.987462520599,94,,0.147536137529847,,,,4.33363991772217,0.800057531025816,0.627990927923345
16,2,100,500,6,,,1,0.99,1.5,2,,,,,,902.790463924408,148,,0.0486553664378446,,,,4.49296139863644,3.53220774179837,0.812199889214637
17,2,100,500,6,,,1,0.99,1.5,2,,,,,,503.745013952255,81,,0.0137634879892251,,,,0.426577401740297,1.43881460094767,0.188742048160304
18,2,100,500,6,,,1,0.99,1.5,2,,,,,,550.292338609695,90,,0.0100525208257485,,,,0.751845968670992,1.0840787407553,1.25578045437546
19,2,100,500,6,,,1,0.99,1.5,2,,,,,,512.496476650238,82,,0.149349277750907,,,,4.45431425995685,1.98870628931121,1.60583478317738
